word,kana,level,topic
情勢,じょうせい,N1,社会
消息,しょうそく,N1,人
承諾,しょうだく,N1,仕事
情緒,じょうちょ,N1,街
象徴,しょうちょう,N1,社会
小児科,しょうにか,N1,体
使用人,しようにん,N1,家
情熱,じょうねつ,N1,仕事
譲歩,じょうほ,N1,仕事
条約,じょうやく,N1,社会
勝利,しょうり,N1,趣味
上陸,じょうりく,N1,自然
蒸溜,じょうりゅう,N1,学校
奨励,しょうれい,N1,学校
ショー,ショー,N1,趣味
除外,じょがい,N1,買い物
職員,しょくいん,N1,仕事
植民地,しょくみんち,N1,学校
職務,しょくむ,N1,仕事
諸君,しょくん,N1,あいさつ
助言,じょげん,N1,仕事
徐行,じょこう,N1,交通
所在,しょざい,N1,交通
所持,しょじ,N1,社会
所属,しょぞく,N1,仕事
処置,しょち,N1,体
しょっちゅう,しょっちゅう,N1,人
所定,しょてい,N1,社会
所得,しょとく,N1,社会
処罰,しょばつ,N1,社会
初版,しょはん,N1,趣味
書評,しょひょう,N1,趣味
処分,しょぶん,N1,家
庶民,しょみん,N1,社会
庶務,しょむ,N1,仕事
所有,しょゆう,N1,社会
調べ,しらべ,N1,仕事
自立,じりつ,N1,家
記す,しるす,N1,仕事
指令,しれい,N1,仕事
陣,じん,N1,趣味
人格,じんかく,N1,学校
審議,しんぎ,N1,社会
新婚,しんこん,N1,家
人材,じんざい,N1,仕事
紳士,しんし,N1,人
信者,しんじゃ,N1,社会
真珠,しんじゅ,N1,買い物
進出,しんしゅつ,N1,仕事
心情,しんじょう,N1,人
親善,しんぜん,N1,趣味
真相,しんそう,N1,社会
迅速,じんそく,N1,仕事
人体,じんたい,N1,学校
新築,しんちく,N1,家
心中,しんじゅう,N1,趣味
進呈,しんてい,N1,仕事
進展,しんてん,N1,仕事
神殿,しんでん,N1,街
進度,しんど,N1,学校
振動,しんどう,N1,仕事
新入生,しんにゅうせい,N1,学校
信任,しんにん,N1,仕事
神秘,しんぴ,N1,自然
人民,じんみん,N1,社会
侵略,しんりゃく,N1,学校
診療,しんりょう,N1,体
粋,すい,N1,仕事
水源,すいげん,N1,自然
吹奏,すいそう,N1,趣味
水田,すいでん,N1,自然
推理,すいり,N1,趣味
数詞,すうし,N1,学校
崇拝,すうはい,N1,人
据え付ける,すえつける,N1,家
据える,すえる,N1,家
すがすがしい,すがすがしい,N1,自然
救い,すくい,N1,人
健やか,すこやか,N1,家
濯ぐ,すすぐ,N1,家
進み,すすみ,N1,仕事
裾,すそ,N1,買い物
スタジオ,スタジオ,N1,仕事
スチーム,スチーム,N1,家
ストライキ,ストライキ,N1,社会
スト,スト,N1,社会
ストロー,ストロー,N1,食べ物
ストロボ,ストロボ,N1,趣味
すばしこい,すばしこい,N1,趣味
素早い,すばやい,N1,仕事
ずばり,ずばり,N1,仕事
スプリング,スプリング,N1,家
ずぶぬれ,ずぶぬれ,N1,自然
スポーツカー,スポーツカー,N1,交通
澄ます,すます,N1,動作
済ます,すます,N1,食べ物
すみやか,すみやか,N1,社会
スラックス,スラックス,N1,買い物
ずらっと,ずらっと,N1,買い物
ずるずる,ずるずる,N1,仕事
すれちがい,すれちがい,N1,人
擦れる,すれる,N1,体
すんなり,すんなり,N1,仕事
生育,せいいく,N1,自然
成育,せいいく,N1,自然
正義,せいぎ,N1,社会
生計,せいけい,N1,家
政権,せいけん,N1,社会
星座,せいざ,N1,自然
制裁,せいさい,N1,社会
生死,せいし,N1,社会
静止,せいし,N1,仕事
誠実,せいじつ,N1,人
成熟,せいじゅく,N1,自然
青春,せいしゅん,N1,人
清純,せいじゅん,N1,趣味
制する,せいする,N1,人
整然,せいぜん,N1,社会
盛大,せいだい,N1,社会
清濁,せいだく,N1,人
制定,せいてい,N1,社会
静的,せいてき,N1,趣味
製鉄,せいてつ,N1,仕事
制服,せいふく,N1,買い物
征服,せいふく,N1,趣味
製法,せいほう,N1,食べ物
税務署,ぜいむしょ,N1,社会
制約,せいやく,N1,仕事
勢力,せいりょく,N1,自然
整列,せいれつ,N1,学校
急かす,せかす,N1,人
伜,せがれ,N1,家
責務,せきむ,N1,仕事
セクション,セクション,N1,仕事
世辞,せじ,N1,人
世帯,せたい,N1,社会
是正,ぜせい,N1,社会
切開,せっかい,N1,体
切実,せつじつ,N1,社会
接触,せっしょく,N1,体
接続詞,せつぞくし,N1,学校
設置,せっち,N1,社会
折衷,せっちゅう,N1,仕事
説得,せっとく,N1,仕事
切ない,せつない,N1,人
絶版,ぜっぱん,N1,趣味
設立,せつりつ,N1,仕事
攻め,せめ,N1,趣味
ゼリー,ゼリー,N1,食べ物
セレモニー,セレモニー,N1,社会
世論,せろん,N1,社会
繊維,せんい,N1,食べ物
全快,ぜんかい,N1,体
宣教,せんきょう,N1,社会
宣言,せんげん,N1,社会
戦災,せんさい,N1,社会
戦術,せんじゅつ,N1,趣味
センス,センス,N1,趣味
潜水,せんすい,N1,趣味
全盛,ぜんせい,N1,社会
先代,せんだい,N1,仕事
先だって,せんだって,N1,人
先着,せんちゃく,N1,買い物
先天的,せんてんてき,N1,体
前途,ぜんと,N1,人
潜入,せんにゅう,N1,社会
船舶,せんぱく,N1,交通
全滅,ぜんめつ,N1,自然
専用,せんよう,N1,仕事
占領,せんりょう,N1,社会
善良,ぜんりょう,N1,人
戦力,せんりょく,N1,趣味
前例,ぜんれい,N1,仕事
相応,そうおう,N1,仕事
総会,そうかい,N1,仕事
創刊,そうかん,N1,趣味
雑木,ぞうき,N1,自然
早急,そうきゅう,N1,仕事
増強,ぞうきょう,N1,仕事
送金,そうきん,N1,仕事
走行,そうこう,N1,交通
総合,そうごう,N1,学校
蔵相,ぞうしょう,N1,社会
装飾,そうしょく,N1,家
増進,ぞうしん,N1,体
相対,そうたい,N1,学校
壮大,そうだい,N1,自然
騒動,そうどう,N1,社会
遭難,そうなん,N1,社会
相場,そうば,N1,社会
装備,そうび,N1,趣味
創立,そうりつ,N1,仕事
添える,そえる,N1,人
ソース,ソース,N1,仕事
即座に,そくざに,N1,仕事
即する,そくする,N1,仕事
束縛,そくばく,N1,仕事
側面,そくめん,N1,仕事
損う,そこなう,N1,体
そこら,そこら,N1,位置
素材,そざい,N1,食べ物
阻止,そし,N1,社会
訴訟,そしょう,N1,社会
育ち,そだち,N1,人
措置,そち,N1,社会
ソックス,ソックス,N1,買い物
素っ気無い,そっけない,N1,人
外方,そっぽ,N1,人
備え付ける,そなえつける,N1,家
備わる,そなわる,N1,家
聳える,そびえる,N1,自然
素朴,そぼく,N1,食べ物
背く,そむく,N1,人
染まる,そまる,N1,自然
染める,そめる,N1,趣味
そらす,そらす,N1,人
それゆえ,それゆえ,N1,接続詞
ソロ,ソロ,N1,趣味
揃い,そろい,N1,家
ぞんざい,ぞんざい,N1,人
存続,そんぞく,N1,社会
ダース,ダース,N1,買い物
退化,たいか,N1,学校
大概,たいがい,N1,仕事
体格,たいかく,N1,体
大金,たいきん,N1,仕事
対決,たいけつ,N1,趣味
対抗,たいこう,N1,仕事
退治,たいじ,N1,家
大衆,たいしゅう,N1,趣味
対処,たいしょ,N1,仕事
題する,だいする,N1,趣味
対談,たいだん,N1,趣味
対等,たいとう,N1,仕事
台無し,だいなし,N1,趣味
滞納,たいのう,N1,家
対比,たいひ,N1,仕事
タイピスト,タイピスト,N1,仕事
大部,たいぶ,N1,仕事
大便,だいべん,N1,体
代弁,だいべん,N1,仕事
待望,たいぼう,N1,買い物
台本,だいほん,N1,趣味
タイマー,タイマー,N1,家
怠慢,たいまん,N1,仕事
タイミング,タイミング,N1,仕事
タイム,タイム,N1,趣味
タイムリー,タイムリー,N1,仕事
対面,たいめん,N1,人
代用,だいよう,N1,食べ物
タイル,タイル,N1,家
対話,たいわ,N1,社会
耐える,たえる,N1,体
絶える,たえる,N1,街
断える,たえる,N1,人
打開,だかい,N1,仕事
焚火,たきび,N1,趣味
たくましい,たくましい,N1,体
巧み,たくみ,N1,人
打撃,だげき,N1,仕事
妥結,だけつ,N1,仕事
駄作,ださく,N1,趣味
足し算,たしざん,N1,学校
多数決,たすうけつ,N1,社会
助け,たすけ,N1,人
携わる,たずさわる,N1,仕事
漂う,ただよう,N1,食べ物
立ち去る,たちさる,N1,人
立ち寄る,たちよる,N1,街
抱っこ,だっこ,N1,家
達者,たっしゃ,N1,人
脱出,だっしゅつ,N1,社会
脱する,だっする,N1,仕事
脱退,だったい,N1,社会
だったら,だったら,N1,接続詞
立て替える,たてかえる,N1,買い物
建前,たてまえ,N1,人
奉る,たてまつる,N1,社会
他動詞,たどうし,N1,学校
辿り着く,たどりつく,N1,交通
辿る,たどる,N1,仕事
束ねる,たばねる,N1,家
だぶだぶ,だぶだぶ,N1,買い物
他方,たほう,N1,仕事
多忙,たぼう,N1,仕事
給う,たまう,N1,社会
魂,たましい,N1,趣味
溜まり,たまり,N1,街
賜る,たまわる,N1,仕事
保つ,たもつ,N1,家
たやすい,たやすい,N1,仕事
多様,たよう,N1,社会
弛み,たるみ,N1,家
弛む,たるむ,N1,社会
垂れる,たれる,N1,自然
タレント,タレント,N1,趣味
タワー,タワー,N1,街
単一,たんいつ,N1,仕事
短歌,たんか,N1,趣味
担架,たんか,N1,社会
団結,だんけつ,N1,社会
探検,たんけん,N1,趣味
断言,だんげん,N1,仕事
短縮,たんしゅく,N1,仕事
断然,だんぜん,N1,趣味
炭素,たんそ,N1,社会
短大,たんだい,N1,学校
単調,たんちょう,N1,仕事
単独,たんどく,N1,趣味
旦那,だんな,N1,人
短波,たんぱ,N1,趣味
蛋白質,たんぱくしつ,N1,体
ダンプ,ダンプ,N1,交通
断面,だんめん,N1,自然
弾力,だんりょく,N1,買い物
治安,ちあん,N1,社会
チームワーク,チームワーク,N1,趣味
チェンジ,チェンジ,N1,趣味
違える,ちがえる,N1,体
畜産,ちくさん,N1,仕事
畜生,ちくしょう,N1,人
蓄積,ちくせき,N1,仕事
地形,ちけい,N1,自然
知性,ちせい,N1,人
縮まる,ちぢまる,N1,趣味
秩序,ちつじょ,N1,社会
窒息,ちっそく,N1,体
知的,ちてき,N1,人
着手,ちゃくしゅ,N1,仕事
着色,ちゃくしょく,N1,食べ物
着席,ちゃくせき,N1,社会
着目,ちゃくもく,N1,仕事
着陸,ちゃくりく,N1,交通
着工,ちゃっこう,N1,仕事
茶の間,ちゃのま,N1,家
茶の湯,ちゃのゆ,N1,趣味
ちやほや,ちやほや,N1,家
チャンネル,チャンネル,N1,趣味
宙返り,ちゅうがえり,N1,趣味
中継,ちゅうけい,N1,趣味
忠告,ちゅうこく,N1,人
中枢,ちゅうすう,N1,仕事
抽選,ちゅうせん,N1,趣味
中毒,ちゅうどく,N1,体
中腹,ちゅうふく,N1,自然
中立,ちゅうりつ,N1,社会
中和,ちゅうわ,N1,学校
腸,ちょう,N1,体
蝶,ちょう,N1,自然
超,ちょう,N1,街
調印,ちょういん,N1,社会
聴覚,ちょうかく,N1,体
長官,ちょうかん,N1,社会
聴講,ちょうこう,N1,学校
徴収,ちょうしゅう,N1,仕事
聴診器,ちょうしんき,N1,体
調停,ちょうてい,N1,社会
重複,ちょうふく,N1,仕事
長編,ちょうへん,N1,趣味
重宝,ちょうほう,N1,家
調理,ちょうり,N1,食べ物
調和,ちょうわ,N1,趣味
ちょくちょく,ちょくちょく,N1,人
直面,ちょくめん,N1,仕事
著書,ちょしょ,N1,学校
貯蓄,ちょちく,N1,家
直感,ちょっかん,N1,人
著名,ちょめい,N1,趣味
ちらっと,ちらっと,N1,動作
塵,ちり,N1,家
塵取り,ちりとり,N1,家
賃金,ちんぎん,N1,社会
沈殿,ちんでん,N1,学校
沈没,ちんぼつ,N1,社会
陳列,ちんれつ,N1,買い物
追及,ついきゅう,N1,社会
追跡,ついせき,N1,仕事
追放,ついほう,N1,社会
費やす,ついやす,N1,仕事
墜落,ついらく,N1,社会
痛感,つうかん,N1,人
通常,つうじょう,N1,買い物
痛切,つうせつ,N1,人
使い道,つかいみち,N1,家
仕える,つかえる,N1,仕事
司る,つかさどる,N1,社会
つかの間,つかのま,N1,時間
月並,つきなみ,N1,人
継目,つぎめ,N1,家
尽きる,つきる,N1,交通
尽くす,つくす,N1,趣味
つくづく,つくづく,N1,人
作り,つくり,N1,家
繕う,つくろう,N1,家
付け加える,つけくわえる,N1,仕事
告げる,つげる,N1,人
筒,つつ,N1,仕事
突っ突く,つっつく,N1,動作
謹む,つつしむ,N1,人
突っ張る,つっぱる,N1,体
務まる,つとまる,N1,仕事
勤め先,つとめさき,N1,仕事
努めて,つとめて,N1,人
つねる,つねる,N1,体
唾,つば,N1,体
呟く,つぶやく,N1,人
つぶら,つぶら,N1,家
壷,つぼ,N1,趣味
蕾,つぼみ,N1,自然
連なる,つらなる,N1,自然
貫く,つらぬく,N1,人
連ねる,つらねる,N1,社会
釣り鐘,つりがね,N1,街
吊り革,つりかわ,N1,交通
手当,てあて,N1,仕事
定義,ていぎ,N1,学校
提供,ていきょう,N1,仕事
提携,ていけい,N1,仕事
体裁,ていさい,N1,仕事
提示,ていじ,N1,社会
ティシュペーパー,ティシュペーパー,N1,家
邸宅,ていたく,N1,街
堤防,ていぼう,N1,街
手遅れ,ておくれ,N1,家
でかい,でかい,N1,交通
手掛かり,てがかり,N1,社会
手掛ける,てがける,N1,仕事
手数,てかず,N1,あいさつ
適応,てきおう,N1,人
適宜,てきぎ,N1,仕事
適性,てきせい,N1,仕事
できもの,できもの,N1,体
手際,てぎわ,N1,仕事
出くわす,でくわす,N1,人
手錠,てじょう,N1,社会
デコレーション,デコレーション,N1,食べ物
手近,てぢか,N1,食べ物
てっきり,てっきり,N1,時間
鉄鋼,てっこう,N1,社会
デッサン,デッサン,N1,趣味
徹する,てっする,N1,趣味
てっぺん,てっぺん,N1,自然
鉄棒,てつぼう,N1,趣味
出直し,でなおし,N1,仕事
掌,てのひら,N1,体
手配,てはい,N1,交通
手筈,てはず,N1,仕事
手引,てびき,N1,仕事
手本,てほん,N1,学校
手回し,てまわし,N1,仕事
手元,てもと,N1,仕事
デモンストレーション,デモンストレーション,N1,仕事
照り返す,てりかえす,N1,自然
テレックス,テレックス,N1,仕事
手分け,てわけ,N1,仕事
田園,でんえん,N1,自然
天下,てんか,N1,社会
レンジ,レンジ,N1,食べ物
連日,れんじつ,N1,自然
連帯,れんたい,N1,社会
レンタカー,レンタカー,N1,交通
連中,れんちゅう,N1,人
レントゲン,レントゲン,N1,体
連邦,れんぽう,N1,社会
連盟,れんめい,N1,趣味
老衰,ろうすい,N1,体
朗読,ろうどく,N1,趣味
浪費,ろうひ,N1,仕事
労力,ろうりょく,N1,仕事
ロープウエイ,ロープウエイ,N1,交通
ロープ,ロープ,N1,仕事
ろくな,ろくな,N1,家
露骨,ろこつ,N1,人
ロマンチック,ロマンチック,N1,趣味
論議,ろんぎ,N1,社会
論理,ろんり,N1,学校
技,わざ,N1,趣味
煩わしい,わずらわしい,N1,社会
渡り鳥,わたりどり,N1,自然
ワット,ワット,N1,家
詫び,わび,N1,人
和文,わぶん,N1,学校
藁,わら,N1,自然
割当,わりあて,N1,仕事
割込む,わりこむ,N1,社会
悪者,わるもの,N1,趣味
捗る,はかどる,N1,仕事
はかない,はかない,N1,人
ばかばかしい,ばかばかしい,N1,人
破棄,はき,N1,仕事
剥ぐ,はぐ,N1,自然
迫害,はくがい,N1,社会
薄弱,はくじゃく,N1,仕事
白状,はくじょう,N1,社会
漠然,ばくぜん,N1,人
爆弾,ばくだん,N1,社会
爆破,ばくは,N1,仕事
暴露,ばくろ,N1,社会
励む,はげむ,N1,趣味
剥げる,はげる,N1,家
化ける,ばける,N1,趣味
派遣,はけん,N1,仕事
恥,はじ,N1,人
弾く,はじく,N1,趣味
パジャマ,パジャマ,N1,家
恥じらう,はじらう,N1,人
恥じる,はじる,N1,人
橋渡し,はしわたし,N1,仕事
弾む,はずむ,N1,人
破損,はそん,N1,交通
叩く,はたく,N1,家
裸足,はだし,N1,趣味
蜂蜜,はちみつ,N1,食べ物
パチンコ,パチンコ,N1,趣味
罰,ばつ,N1,学校
発育,はついく,N1,体
発芽,はつが,N1,自然
発掘,はっくつ,N1,学校
バッジ,バッジ,N1,仕事
発生,はっせい,N1,社会
仕立てる,したてる,N1,買い物
下取り,したどり,N1,買い物
下火,したび,N1,趣味
実家,じっか,N1,家
失格,しっかく,N1,趣味
質疑,しつぎ,N1,仕事
失脚,しっきゃく,N1,社会
実業家,じつぎょうか,N1,仕事
シック,シック,N1,買い物
じっくり,じっくり,N1,仕事
躾,しつけ,N1,家
躾ける,しつける,N1,家
実践,じっせん,N1,仕事
実態,じったい,N1,社会
失調,しっちょう,N1,体
嫉妬,しっと,N1,人
実費,じっぴ,N1,買い物
指摘,してき,N1,仕事
助動詞,じょどうし,N1,学校
淑やか,しとやか,N1,人
萎びる,しなびる,N1,食べ物
シナリオ,シナリオ,N1,仕事
しなやか,しなやか,N1,自然
屎尿,しにょう,N1,社会
地主,じぬし,N1,社会
凌ぐ,しのぐ,N1,買い物
芝,しば,N1,家
耳鼻科,じびか,N1,体
私物,しぶつ,N1,仕事
しぶとい,しぶとい,N1,趣味
司法,しほう,N1,社会
始末,しまつ,N1,仕事
染みる,しみる,N1,体
視野,しや,N1,仕事
弱,じゃく,N1,数
社交,しゃこう,N1,人
ジャズ,ジャズ,N1,趣味
謝絶,しゃぜつ,N1,体
社宅,しゃたく,N1,家
若干,じゃっかん,N1,仕事
三味線,しゃみせん,N1,趣味
斜面,しゃめん,N1,自然
砂利,じゃり,N1,家
洒落る,しゃれる,N1,食べ物
ジャンパー,ジャンパー,N1,買い物
