word,kana,level,topic
蹴飛ばす,けとばす,N1,動作
けなす,けなす,N1,人
煙たい,けむたい,N1,家
煙る,けむる,N1,自然
家来,けらい,N1,趣味
下痢,げり,N1,体
権威,けんい,N1,学校
兼業,けんぎょう,N1,仕事
原形,げんけい,N1,家
原型,げんけい,N1,仕事
健在,けんざい,N1,家
原作,げんさく,N1,趣味
検事,けんじ,N1,社会
元首,げんしゅ,N1,社会
原書,げんしょ,N1,学校
健全,けんぜん,N1,社会
元素,げんそ,N1,学校
同調,どうちょう,N1,仕事
到底,とうてい,N1,仕事
動的,どうてき,N1,趣味
尊い,とうとい,N1,社会
同等,どうとう,N1,仕事
堂々,どうどう,N1,人
尊ぶ,とうとぶ,N1,社会
どうにか,どうにか,N1,仕事
投入,とうにゅう,N1,仕事
当人,とうにん,N1,仕事
同封,どうふう,N1,仕事
逃亡,とうぼう,N1,社会
冬眠,とうみん,N1,自然
同盟,どうめい,N1,社会
どうやら,どうやら,N1,自然
動力,どうりょく,N1,社会
遠ざかる,とおざかる,N1,様子
遠回り,とおまわり,N1,交通
トーン,トーン,N1,家
とかく,とかく,N1,仕事
とがめる,とがめる,N1,人
時折,ときおり,N1,時間
とぎれる,とぎれる,N1,人
研ぐ,とぐ,N1,食べ物
特技,とくぎ,N1,仕事
独裁,どくさい,N1,社会
独自,どくじ,N1,仕事
特集,とくしゅう,N1,趣味
独占,どくせん,N1,社会
独創,どくそう,N1,趣味
得点,とくてん,N1,趣味
特派,とくは,N1,社会
特有,とくゆう,N1,食べ物
とげ,とげ,N1,体
遂げる,とげる,N1,仕事
年頃,としごろ,N1,家
戸締り,とじまり,N1,家
途上,とじょう,N1,交通
土台,どだい,N1,家
途絶える,とだえる,N1,人
特許,とっきょ,N1,仕事
特権,とっけん,N1,社会
とっさに,とっさに,N1,動作
突如,とつじょ,N1,自然
とって,とって,N1,持ち物
突破,とっぱ,N1,仕事
土手,どて,N1,街
届,とどけ,N1,学校
滞る,とどこおる,N1,仕事
唱える,となえる,N1,学校
殿様,とのさま,N1,趣味
土俵,どひょう,N1,趣味
溝,どぶ,N1,街
徒歩,とほ,N1,交通
土木,どぼく,N1,街
とぼける,とぼける,N1,人
乏しい,とぼしい,N1,仕事
富,とみ,N1,社会
富む,とむ,N1,自然
共稼ぎ,ともかせぎ,N1,家
伴う,ともなう,N1,仕事
共働き,ともばたらき,N1,家
ドライ,ドライ,N1,仕事
ドライクリーニング,ドライクリーニング,N1,買い物
ドライバー,ドライバー,N1,家
ドライブイン,ドライブイン,N1,交通
トランジスター,トランジスター,N1,仕事
とりあえず,とりあえず,N1,買い物
取り扱う,とりあつかう,N1,仕事
鳥居,とりい,N1,街
取り替え,とりかえ,N1,仕事
取締り,とりしまり,N1,交通
取り締まる,とりしまる,N1,社会
取り調べる,とりしらべる,N1,社会
取り立てる,とりたてる,N1,仕事
取り次ぐ,とりつぐ,N1,仕事
取り除く,とりのぞく,N1,食べ物
取り巻く,とりまく,N1,趣味
取り混ぜる,とりまぜる,N1,趣味
取り戻す,とりもどす,N1,体
取り寄せる,とりよせる,N1,買い物
ドリル,ドリル,N1,学校
とりわけ,とりわけ,N1,自然
とろける,とろける,N1,食べ物
鈍感,どんかん,N1,体
とんだ,とんだ,N1,仕事
度忘れ,どわすれ,N1,人
問屋,とんや,N1,仕事
内閣,ないかく,N1,社会
乃至,ないし,N1,時間
内心,ないしん,N1,人
内蔵,ないぞう,N1,仕事
ナイター,ナイター,N1,趣味
内部,ないぶ,N1,仕事
内乱,ないらん,N1,社会
内陸,ないりく,N1,自然
苗,なえ,N1,自然
なおさら,なおさら,N1,交通
流し,ながし,N1,家
長々,ながなが,N1,仕事
中程,なかほど,N1,位置
渚,なぎさ,N1,自然
嘆く,なげく,N1,様子
投げ出す,なげだす,N1,仕事
仲人,なこうど,N1,社会
和やか,なごやか,N1,人
名残,なごり,N1,街
情け,なさけ,N1,人
情無い,なさけない,N1,趣味
情深い,なさけぶかい,N1,人
詰る,なじる,N1,人
名高い,なだかい,N1,仕事
雪崩,なだれ,N1,自然
懐く,なつく,N1,家
名付ける,なづける,N1,家
何気ない,なにげない,N1,人
なにとぞ,なにとぞ,N1,あいさつ
なにより,なにより,N1,人
ナプキン,ナプキン,N1,食べ物
名札,なふだ,N1,仕事
生臭い,なまぐさい,N1,食べ物
生温い,なまぬるい,N1,食べ物
生身,なまみ,N1,体
鉛,なまり,N1,学校
滑らか,なめらか,N1,学校
嘗める,なめる,N1,家
悩ましい,なやましい,N1,様子
悩ます,なやます,N1,社会
並びに,ならびに,N1,社会
成り立つ,なりたつ,N1,仕事
なるたけ,なるたけ,N1,交通
慣れ,なれ,N1,仕事
馴々しい,なれなれしい,N1,人
ナンセンス,ナンセンス,N1,社会
何だか,なんだか,N1,体
なんだかんだ,なんだかんだ,N1,時間
なんなり,なんなり,N1,あいさつ
荷,に,N1,交通
似通う,にかよう,N1,人
にきび,にきび,N1,体
賑わう,にぎわう,N1,街
憎しみ,にくしみ,N1,人
肉親,にくしん,N1,家
肉体,にくたい,N1,体
逃げ出す,にげだす,N1,家
西日,にしび,N1,家
滲む,にじむ,N1,学校
にせ物,にせもの,N1,買い物
日夜,にちや,N1,学校
鈍る,にぶる,N1,仕事
にも関わらず,にもかかわらず,N1,接続詞
ニュアンス,ニュアンス,N1,学校
ニュー,ニュー,N1,仕事
入手,にゅうしゅ,N1,仕事
入賞,にゅうしょう,N1,趣味
入浴,にゅうよく,N1,体
尿,にょう,N1,体
妊娠,にんしん,N1,体
任務,にんむ,N1,仕事
任命,にんめい,N1,仕事
抜かす,ぬかす,N1,学校
抜け出す,ぬけだす,N1,仕事
主,ぬし,N1,社会
沼,ぬま,N1,自然
音色,ねいろ,N1,趣味
値打ち,ねうち,N1,趣味
ネガ,ネガ,N1,趣味
寝かせる,ねかせる,N1,家
ねじまわし,ねじまわし,N1,家
捩れる,ねじれる,N1,家
妬む,ねたむ,N1,人
ねだる,ねだる,N1,家
熱意,ねつい,N1,仕事
熱湯,ねっとう,N1,食べ物
熱量,ねつりょう,N1,食べ物
粘り,ねばり,N1,趣味
粘る,ねばる,N1,趣味
値引き,ねびき,N1,買い物
根回し,ねまわし,N1,仕事
眠たい,ねむたい,N1,体
念,ねん,N1,仕事
年賀,ねんが,N1,社会
念願,ねんがん,N1,家
年号,ねんごう,N1,社会
燃焼,ねんしょう,N1,学校
年長,ねんちょう,N1,人
年輪,ねんりん,N1,自然
ノイローゼ,ノイローゼ,N1,体
農耕,のうこう,N1,自然
農場,のうじょう,N1,社会
農地,のうち,N1,社会
納入,のうにゅう,N1,仕事
逃す,のがす,N1,仕事
逃れる,のがれる,N1,仕事
軒並,のきなみ,N1,買い物
望ましい,のぞましい,N1,仕事
乗っ取る,のっとる,N1,仕事
のどか,のどか,N1,自然
罵る,ののしる,N1,人
延べ,のべ,N1,社会
飲み込む,のみこむ,N1,体
乗り込む,のりこむ,N1,交通
バー,バー,N1,街
把握,はあく,N1,仕事
パート,パート,N1,仕事
廃棄,はいき,N1,仕事
配給,はいきゅう,N1,社会
ばい菌,ばいきん,N1,体
配偶者,はいぐうしゃ,N1,社会
拝啓,はいけい,N1,あいさつ
背景,はいけい,N1,社会
背後,はいご,N1,位置
拝借,はいしゃく,N1,仕事
排除,はいじょ,N1,社会
賠償,ばいしょう,N1,社会
敗戦,はいせん,N1,社会
配置,はいち,N1,仕事
配布,はいふ,N1,仕事
配分,はいぶん,N1,仕事
敗北,はいぼく,N1,趣味
倍率,ばいりつ,N1,学校
配列,はいれつ,N1,仕事
破壊,はかい,N1,社会
いたわる,いたわる,N1,体
一概に,いちがいに,N1,社会
一同,いちどう,N1,仕事
一部分,いちぶぶん,N1,仕事
一別,いちべつ,N1,人
一面,いちめん,N1,人
一目,いちもく,N1,仕事
一様,いちよう,N1,社会
一律,いちりつ,N1,買い物
一連,いちれん,N1,社会
一括,いっかつ,N1,買い物
一気,いっき,N1,趣味
一挙に,いっきょに,N1,仕事
一見,いっけん,N1,様子
一切,いっさい,N1,買い物
一心,いっしん,N1,趣味
いっそ,いっそ,N1,仕事
一変,いっぺん,N1,時間
営む,いとなむ,N1,仕事
稲光,いなびかり,N1,自然
祈り,いのり,N1,社会
いびき,いびき,N1,体
未だ,いまだ,N1,仕事
嫌々,いやいや,N1,仕事
卑しい,いやしい,N1,人
いやに,いやに,N1,様子
いやらしい,いやらしい,N1,人
威力,いりょく,N1,自然
異論,いろん,N1,仕事
印鑑,いんかん,N1,社会
陰気,いんき,N1,家
隠居,いんきょ,N1,家
インターチェンジ,インターチェンジ,N1,交通
インターナショナル,インターナショナル,N1,仕事
インターフォン,インターフォン,N1,家
インテリ,インテリ,N1,社会
インフォメーション,インフォメーション,N1,交通
インフレ,インフレ,N1,社会
受かる,うかる,N1,学校
受け入れ,うけいれ,N1,仕事
受け継ぐ,うけつぐ,N1,仕事
受け付ける,うけつける,N1,仕事
受け止める,うけとめる,N1,人
受身,うけみ,N1,学校
受持ち,うけもち,N1,学校
動き,うごき,N1,仕事
嘘つき,うそつき,N1,人
うたた寝,うたたね,N1,家
打ち明ける,うちあける,N1,人
打ち切る,うちきる,N1,仕事
打ち消し,うちけし,N1,学校
打ち込む,うちこむ,N1,学校
団扇,うちわ,N1,持ち物
内訳,うちわけ,N1,仕事
写し,うつし,N1,社会
訴え,うったえ,N1,社会
うっとうしい,うっとうしい,N1,自然
うつむく,うつむく,N1,人
空ろ,うつろ,N1,人
器,うつわ,N1,食べ物
腕前,うでまえ,N1,仕事
雨天,うてん,N1,自然
うぬぼれ,うぬぼれ,N1,人
生まれつき,うまれつき,N1,人
埋め込む,うめこむ,N1,家
梅干し,うめぼし,N1,食べ物
裏返し,うらがえし,N1,買い物
売り出し,うりだし,N1,買い物
売り出す,うりだす,N1,買い物
潤う,うるおう,N1,自然
浮気,うわき,N1,人
運営,うんえい,N1,仕事
うんざり,うんざり,N1,人
運送,うんそう,N1,仕事
云々,うんぬん,N1,仕事
運搬,うんぱん,N1,仕事
運命,うんめい,N1,人
運輸,うんゆ,N1,社会
運用,うんよう,N1,社会
エアメール,エアメール,N1,仕事
英字,えいじ,N1,学校
映写,えいしゃ,N1,趣味
映像,えいぞう,N1,趣味
英雄,えいゆう,N1,趣味
閲覧,えつらん,N1,学校
獲物,えもの,N1,自然
襟,えり,N1,買い物
エレガント,エレガント,N1,買い物
円滑,えんかつ,N1,仕事
縁側,えんがわ,N1,家
沿岸,えんがん,N1,社会
婉曲,えんきょく,N1,人
演出,えんしゅつ,N1,趣味
エンジニア,エンジニア,N1,仕事
演じる,えんじる,N1,趣味
演ずる,えんずる,N1,趣味
沿線,えんせん,N1,街
縁談,えんだん,N1,人
遠方,えんぽう,N1,人
円満,えんまん,N1,人
追い込む,おいこむ,N1,趣味
追い出す,おいだす,N1,家
於いて,おいて,N1,仕事
老いる,おいる,N1,人
応急,おうきゅう,N1,体
黄金,おうごん,N1,趣味
往診,おうしん,N1,体
大方,おおかた,N1,仕事
大柄,おおがら,N1,買い物
おおげさ,おおげさ,N1,人
大筋,おおすじ,N1,仕事
大空,おおぞら,N1,自然
オートマチック,オートマチック,N1,仕事
大幅,おおはば,N1,仕事
おおまか,おおまか,N1,仕事
大水,おおみず,N1,社会
犯す,おかす,N1,仕事
侵す,おかす,N1,社会
臆病,おくびょう,N1,家
遅らす,おくらす,N1,交通
厳か,おごそか,N1,社会
行い,おこない,N1,人
収まる,おさまる,N1,家
治まる,おさまる,N1,体
お産,おさん,N1,体
押し切る,おしきる,N1,仕事
押し込む,おしこむ,N1,交通
惜しむ,おしむ,N1,仕事
押し寄せる,おしよせる,N1,買い物
御世辞,おせじ,N1,人
襲う,おそう,N1,社会
遅くとも,おそくとも,N1,時間
恐れ,おそれ,N1,仕事
恐れ入る,おそれいる,N1,あいさつ
おだてる,おだてる,N1,人
落葉,おちば,N1,自然
乙,おつ,N1,仕事
お使い,おつかい,N1,家
おっかない,おっかない,N1,人
お手上げ,おてあげ,N1,仕事
おどおど,おどおど,N1,人
脅す,おどす,N1,社会
お供,おとも,N1,仕事
同い年,おないどし,N1,人
自ずから,おのずから,N1,学校
怯える,おびえる,N1,家
おびただしい,おびただしい,N1,買い物
帯びる,おびる,N1,仕事
お袋,おふくろ,N1,家
覚え,おぼえ,N1,人
おまけ,おまけ,N1,買い物
お宮,おみや,N1,街
おむつ,おむつ,N1,家
思い付き,おもいつき,N1,仕事
赴く,おもむく,N1,仕事
重んじる,おもんじる,N1,仕事
重んずる,おもんずる,N1,仕事
親父,おやじ,N1,人
及び,および,N1,社会
折,おり,N1,時間
檻,おり,N1,趣味
オリエンテーション,オリエンテーション,N1,仕事
折り返す,おりかえす,N1,仕事
織物,おりもの,N1,買い物
俺,おれ,N1,人
愚か,おろか,N1,人
おろそか,おろそか,N1,仕事
おんぶ,おんぶ,N1,家
オンライン,オンライン,N1,仕事
温和,おんわ,N1,自然
カーペット,カーペット,N1,家
改悪,かいあく,N1,社会
海運,かいうん,N1,仕事
外貨,がいか,N1,交通
貝殻,かいがら,N1,自然
外観,がいかん,N1,街
階級,かいきゅう,N1,社会
海峡,かいきょう,N1,交通
会見,かいけん,N1,社会
開催,かいさい,N1,社会
怪獣,かいじゅう,N1,趣味
解除,かいじょ,N1,社会
外相,がいしょう,N1,社会
害する,がいする,N1,体
概説,がいせつ,N1,学校
回送,かいそう,N1,交通
階層,かいそう,N1,社会
開拓,かいたく,N1,仕事
改定,かいてい,N1,社会
改訂,かいてい,N1,学校
ガイド,ガイド,N1,趣味
街道,かいどう,N1,街
ガイドブック,ガイドブック,N1,交通
介入,かいにゅう,N1,社会
概念,がいねん,N1,学校
海抜,かいばつ,N1,自然
解剖,かいぼう,N1,学校
外来,がいらい,N1,学校
回覧,かいらん,N1,仕事
概略,がいりゃく,N1,仕事
海流,かいりゅう,N1,自然
改良,かいりょう,N1,自然
回路,かいろ,N1,学校
海路,かいろ,N1,交通
省みる,かえりみる,N1,人
顧みる,かえりみる,N1,家
顔付き,かおつき,N1,人
掲げる,かかげる,N1,仕事
かかと,かかと,N1,買い物
書き取る,かきとる,N1,学校
掻き回す,かきまわす,N1,家
学芸,がくげい,N1,学校
格差,かくさ,N1,社会
拡散,かくさん,N1,社会
学士,がくし,N1,学校
各種,かくしゅ,N1,買い物
隔週,かくしゅう,N1,仕事
確信,かくしん,N1,仕事
革新,かくしん,N1,仕事
学説,がくせつ,N1,学校
カクテル,カクテル,N1,食べ物
獲得,かくとく,N1,趣味
楽譜,がくふ,N1,趣味
確保,かくほ,N1,交通
革命,かくめい,N1,学校
賭,かけ,N1,趣味
崖,がけ,N1,自然
駆け足,かけあし,N1,交通
駆けっこ,かけっこ,N1,趣味
化合,かごう,N1,学校
かさばる,かさばる,N1,交通
かさむ,かさむ,N1,家
箇条書,かじょうがき,N1,仕事
微か,かすか,N1,様子
霞む,かすむ,N1,自然
火星,かせい,N1,自然
化石,かせき,N1,学校
過疎,かそ,N1,社会
片言,かたこと,N1,学校
傾ける,かたむける,N1,人
固める,かためる,N1,仕事
傍ら,かたわら,N1,学校
花壇,かだん,N1,家
家畜,かちく,N1,自然
がっくり,がっくり,N1,人
合唱,がっしょう,N1,趣味
がっしり,がっしり,N1,家
合致,がっち,N1,仕事
がっちり,がっちり,N1,交通
かつて,かつて,N1,街
勝手,かって,N1,仕事
活発,かっぱつ,N1,仕事
合併,がっぺい,N1,仕事
カテゴリー,カテゴリー,N1,買い物
叶える,かなえる,N1,人
金槌,かなづち,N1,家
かなわない,かなわない,N1,自然
加入,かにゅう,N1,社会
予て,かねて,N1,仕事
庇う,かばう,N1,人
株式,かぶしき,N1,仕事
かぶれる,かぶれる,N1,体
花粉,かふん,N1,自然
貨幣,かへい,N1,趣味
構える,かまえる,N1,仕事
過密,かみつ,N1,仕事
噛み切る,かみきる,N1,食べ物
カムバック,カムバック,N1,趣味
カメラマン,カメラマン,N1,仕事
粥,かゆ,N1,食べ物
体付き,からだつき,N1,体
絡む,からむ,N1,自然
かりに,かりに,N1,仕事
カルテ,カルテ,N1,体
ガレージ,ガレージ,N1,家
過労,かろう,N1,体
かろうじて,かろうじて,N1,仕事
交す,かわす,N1,人
代る代る,かわるがわる,N1,交通
簡易,かんい,N1,家
灌漑,かんがい,N1,自然
眼科,がんか,N1,体
眼球,がんきゅう,N1,学校
玩具,がんぐ,N1,買い物
簡潔,かんけつ,N1,仕事
還元,かんげん,N1,仕事
看護,かんご,N1,体
漢語,かんご,N1,学校
頑固,がんこ,N1,人
勧告,かんこく,N1,社会
換算,かんさん,N1,社会
監視,かんし,N1,社会
慣習,かんしゅう,N1,社会
観衆,かんしゅう,N1,趣味
願書,がんしょ,N1,学校
頑丈,がんじょう,N1,仕事
感触,かんしょく,N1,買い物
肝心,かんじん,N1,仕事
関税,かんぜい,N1,社会
岩石,がんせき,N1,学校
簡素,かんそ,N1,家
観点,かんてん,N1,仕事
感度,かんど,N1,仕事
カンニング,カンニング,N1,学校
元年,がんねん,N1,社会
幹部,かんぶ,N1,仕事
勘弁,かんべん,N1,あいさつ
感無量,かんむりょう,N1,人
勧誘,かんゆう,N1,社会
関与,かんよ,N1,仕事
寛容,かんよう,N1,人
元来,がんらい,N1,街
観覧,かんらん,N1,趣味
慣例,かんれい,N1,仕事
還暦,かんれき,N1,家
貫禄,かんろく,N1,人
議案,ぎあん,N1,社会
危害,きがい,N1,社会
着飾る,きかざる,N1,買い物
気兼ね,きがね,N1,人
気軽,きがる,N1,人
危機,きき,N1,仕事
聞き取り,ききとり,N1,学校
効き目,ききめ,N1,体
帰京,ききょう,N1,交通
戯曲,ぎきょく,N1,趣味
喜劇,きげき,N1,趣味
議決,ぎけつ,N1,社会
既婚,きこん,N1,社会
気障,きざ,N1,人
記載,きさい,N1,仕事
気質,きしつ,N1,人
期日,きじつ,N1,仕事
きしむ,きしむ,N1,家
議事堂,ぎじどう,N1,街
記述,きじゅつ,N1,学校
傷付く,きずつく,N1,人
傷付ける,きずつける,N1,人
犠牲,ぎせい,N1,仕事
汽船,きせん,N1,交通
寄贈,きぞう,N1,学校
偽造,ぎぞう,N1,社会
貴族,きぞく,N1,街
鍛える,きたえる,N1,体
気立て,きだて,N1,人
きちっと,きちっと,N1,仕事
几帳面,きちょうめん,N1,人
きっかり,きっかり,N1,時間
きっちり,きっちり,N1,食べ物
きっぱり,きっぱり,N1,人
規定,きてい,N1,社会
起点,きてん,N1,交通
軌道,きどう,N1,仕事
技能,ぎのう,N1,仕事
規範,きはん,N1,社会
気品,きひん,N1,人
気風,きふう,N1,社会
起伏,きふく,N1,自然
気まぐれ,きまぐれ,N1,自然
生真面目,きまじめ,N1,人
期末,きまつ,N1,学校
きまりわるい,きまりわるい,N1,人
記名,きめい,N1,社会
規約,きやく,N1,社会
脚色,きゃくしょく,N1,趣味
逆転,ぎゃくてん,N1,趣味
脚本,きゃくほん,N1,趣味
華奢,きゃしゃ,N1,家
客観,きゃっかん,N1,仕事
キャッチ,キャッチ,N1,仕事
キャリア,キャリア,N1,仕事
救援,きゅうえん,N1,社会
休学,きゅうがく,N1,学校
究極,きゅうきょく,N1,社会
窮屈,きゅうくつ,N1,交通
球根,きゅうこん,N1,自然
救済,きゅうさい,N1,社会
給仕,きゅうじ,N1,食べ物
給食,きゅうしょく,N1,学校
休戦,きゅうせん,N1,社会
宮殿,きゅうでん,N1,街
旧知,きゅうち,N1,人
窮乏,きゅうぼう,N1,社会
寄与,きよ,N1,社会
驚異,きょうい,N1,自然
共学,きょうがく,N1,学校
共感,きょうかん,N1,人
境遇,きょうぐう,N1,人
教訓,きょうくん,N1,人
強行,きょうこう,N1,趣味
強硬,きょうこう,N1,社会
凶作,きょうさく,N1,自然
業者,ぎょうしゃ,N1,仕事
教習,きょうしゅう,N1,交通
郷愁,きょうしゅう,N1,人
教職,きょうしょく,N1,仕事
興じる,きょうじる,N1,趣味
強制,きょうせい,N1,社会
行政,ぎょうせい,N1,社会
業績,ぎょうせき,N1,仕事
共存,きょうぞん,N1,社会
協定,きょうてい,N1,社会
脅迫,きょうはく,N1,社会
共鳴,きょうめい,N1,社会
郷里,きょうり,N1,家
強烈,きょうれつ,N1,人
共和,きょうわ,N1,社会
局限,きょくげん,N1,社会
極端,きょくたん,N1,人
居住,きょじゅう,N1,社会
拒絶,きょぜつ,N1,仕事
漁船,ぎょせん,N1,交通
漁村,ぎょそん,N1,街
拒否,きょひ,N1,社会
許容,きょよう,N1,仕事
清らか,きよらか,N1,自然
きらびやか,きらびやか,N1,趣味
義理,ぎり,N1,人
切替,きりかえ,N1,社会
気流,きりゅう,N1,交通
切れ目,きれめ,N1,人
疑惑,ぎわく,N1,社会
極めて,きわめて,N1,学校
近眼,きんがん,N1,体
緊急,きんきゅう,N1,仕事
近郊,きんこう,N1,家
均衡,きんこう,N1,家
勤勉,きんべん,N1,仕事
吟味,ぎんみ,N1,食べ物
禁物,きんもつ,N1,仕事
勤労,きんろう,N1,社会
クイズ,クイズ,N1,趣味
食い違う,くいちがう,N1,仕事
空間,くうかん,N1,家
空腹,くうふく,N1,体
区画,くかく,N1,社会
区間,くかん,N1,交通
茎,くき,N1,自然
区切り,くぎり,N1,仕事
くぐる,くぐる,N1,動作
くじびき,くじびき,N1,趣味
くすぐったい,くすぐったい,N1,体
愚痴,ぐち,N1,人
口吟む,くちずさむ,N1,趣味
嘴,くちばし,N1,自然
朽ちる,くちる,N1,街
覆す,くつがえす,N1,社会
くっきり,くっきり,N1,自然
屈折,くっせつ,N1,学校
ぐっと,ぐっと,N1,動作
首飾り,くびかざり,N1,買い物
首輪,くびわ,N1,家
組み込む,くみこむ,N1,仕事
組み合わせる,くみあわせる,N1,趣味
蔵,くら,N1,家
グレー,グレー,N1,色
クレーン,クレーン,N1,仕事
玄人,くろうと,N1,仕事
軍艦,ぐんかん,N1,社会
軍事,ぐんじ,N1,社会
君主,くんしゅ,N1,趣味
群集,ぐんしゅう,N1,街
軍備,ぐんび,N1,社会
軍服,ぐんぷく,N1,社会
芸,げい,N1,趣味
軽快,けいかい,N1,趣味
警戒,けいかい,N1,社会
敬具,けいぐ,N1,あいさつ
軽減,けいげん,N1,社会
掲載,けいさい,N1,趣味
傾斜,けいしゃ,N1,家
形成,けいせい,N1,人
形勢,けいせい,N1,趣味
軽率,けいそつ,N1,人
刑罰,けいばつ,N1,社会
警部,けいぶ,N1,社会
転換,てんかん,N1,体
転居,てんきょ,N1,社会
天国,てんごく,N1,趣味
天才,てんさい,N1,趣味
天災,てんさい,N1,社会
伝説,でんせつ,N1,趣味
点線,てんせん,N1,学校
転じる,てんじる,N1,人
転ずる,てんずる,N1,動作
天体,てんたい,N1,自然
伝達,でんたつ,N1,仕事
天地,てんち,N1,仕事
てんで,てんで,N1,人
転任,てんにん,N1,仕事
展望,てんぼう,N1,仕事
伝来,でんらい,N1,家
転落,てんらく,N1,社会
同意,どうい,N1,社会
動員,どういん,N1,仕事
同感,どうかん,N1,人
陶器,とうき,N1,買い物
討議,とうぎ,N1,仕事
動機,どうき,N1,仕事
等級,とうきゅう,N1,買い物
同級,どうきゅう,N1,人
同居,どうきょ,N1,家
登校,とうこう,N1,学校
統合,とうごう,N1,仕事
動向,どうこう,N1,仕事
同情,どうじょう,N1,人
道場,どうじょう,N1,趣味
統制,とうせい,N1,社会
当選,とうせん,N1,趣味
逃走,とうそう,N1,社会
統率,とうそつ,N1,社会
到達,とうたつ,N1,仕事
統治,とうち,N1,学校
仕切る,しきる,N1,家
軸,じく,N1,交通
しくじる,しくじる,N1,趣味
死刑,しけい,N1,社会
湿気る,しける,N1,食べ物
施行,しこう,N1,社会
思考,しこう,N1,学校
志向,しこう,N1,買い物
嗜好,しこう,N1,食べ物
事項,じこう,N1,仕事
地獄,じごく,N1,自然
自在,じざい,N1,仕事
視察,しさつ,N1,仕事
資産,しさん,N1,仕事
自主,じしゅ,N1,趣味
自首,じしゅ,N1,社会
刺繍,ししゅう,N1,趣味
辞職,じしょく,N1,仕事
雫,しずく,N1,自然
沈める,しずめる,N1,体
事前,じぜん,N1,仕事
子息,しそく,N1,人
持続,じぞく,N1,体
自尊心,じそんしん,N1,人
慕う,したう,N1,学校
下心,したごころ,N1,人
下地,したじ,N1,学校
親しむ,したしむ,N1,学校
下調べ,したしらべ,N1,交通
愛想,あいそう,N1,買い物
間柄,あいだがら,N1,人
合間,あいま,N1,仕事
敢えて,あえて,N1,仕事
垢,あか,N1,体
明かす,あかす,N1,人
赤らむ,あからむ,N1,体
上がり,あがり,N1,仕事
アクセル,アクセル,N1,交通
あくどい,あくどい,N1,仕事
顎,あご,N1,体
憧れ,あこがれ,N1,仕事
あざ,あざ,N1,体
浅ましい,あさましい,N1,人
欺く,あざむく,N1,仕事
鮮やか,あざやか,N1,趣味
嘲笑う,あざわらう,N1,人
悪しからず,あしからず,N1,あいさつ
味わい,あじわい,N1,食べ物
値,あたい,N1,学校
値する,あたいする,N1,仕事
悪化,あっか,N1,体
扱い,あつかい,N1,仕事
呆気ない,あっけない,N1,趣味
あっさり,あっさり,N1,食べ物
斡旋,あっせん,N1,仕事
圧倒,あっとう,N1,趣味
圧迫,あっぱく,N1,体
あつらえる,あつらえる,N1,買い物
圧力,あつりょく,N1,仕事
当て,あて,N1,仕事
当て字,あてじ,N1,学校
跡継ぎ,あとつぎ,N1,仕事
後回し,あとまわし,N1,仕事
油絵,あぶらえ,N1,趣味
アプローチ,アプローチ,N1,仕事
あべこべ,あべこべ,N1,仕事
甘える,あまえる,N1,家
雨具,あまぐ,N1,持ち物
甘口,あまくち,N1,食べ物
アマチュア,アマチュア,N1,趣味
網,あみ,N1,自然
操る,あやつる,N1,仕事
危ぶむ,あやぶむ,N1,仕事
あやふや,あやふや,N1,仕事
過ち,あやまち,N1,人
歩み,あゆみ,N1,仕事
歩む,あゆむ,N1,人
予め,あらかじめ,N1,仕事
荒らす,あらす,N1,自然
争い,あらそい,N1,人
改まる,あらたまる,N1,時間
荒っぽい,あらっぽい,N1,仕事
アラブ,アラブ,N1,社会
霰,あられ,N1,自然
有り様,ありさま,N1,社会
ありのまま,ありのまま,N1,人
ありふれる,ありふれる,N1,人
アルカリ,アルカリ,N1,学校
アルミ,アルミ,N1,家
アワー,アワー,N1,交通
合わす,あわす,N1,社会
アンコール,アンコール,N1,趣味
暗殺,あんさつ,N1,社会
暗算,あんざん,N1,学校
暗示,あんじ,N1,趣味
案じる,あんじる,N1,家
安静,あんせい,N1,体
案の定,あんのじょう,N1,自然
いい加減,いいかげん,N1,仕事
言い訳,いいわけ,N1,人
家出,いえで,N1,家
生かす,いかす,N1,仕事
いかに,いかに,N1,仕事
いかにも,いかにも,N1,買い物
生き甲斐,いきがい,N1,仕事
行き違い,いきちがい,N1,仕事
意気込む,いきごむ,N1,趣味
幾多,いくた,N1,人
いざ,いざ,N1,社会
移住,いじゅう,N1,社会
衣装,いしょう,N1,趣味
いじる,いじる,N1,仕事
異性,いせい,N1,人
遺跡,いせき,N1,街
いたって,いたって,N1,体
出世,しゅっせ,N1,仕事
出題,しゅつだい,N1,学校
出動,しゅつどう,N1,社会
出費,しゅっぴ,N1,家
出品,しゅっぴん,N1,趣味
主導,しゅどう,N1,仕事
主任,しゅにん,N1,仕事
首脳,しゅのう,N1,社会
守備,しゅび,N1,趣味
手法,しゅほう,N1,仕事
樹木,じゅもく,N1,自然
樹立,じゅりつ,N1,趣味
準急,じゅんきゅう,N1,交通
準じる,じゅんじる,N1,仕事
上位,じょうい,N1,趣味
上演,じょうえん,N1,趣味
城下,じょうか,N1,街
消去,しょうきょ,N1,仕事
上空,じょうくう,N1,自然
衝撃,しょうげき,N1,人
証言,しょうげん,N1,社会
照合,しょうごう,N1,仕事
詳細,しょうさい,N1,仕事
称する,しょうする,N1,社会
